Id,SalePrice
1461,113826.96483974681
1462,158694.91912998713
1463,175470.62059018892
1464,189614.56539728103
1465,208229.5095791816
1466,167511.03785742333
1467,177672.80633936293
1468,158306.1379912795
1469,190075.44618275395
1470,118996.54902538017
1471,175378.54354944205
1472,98144.39241900304
1473,94949.81834849232
1474,147692.8024718148
1475,121622.87753436473
1476,363068.679619385
1477,253065.8729494914
1478,306154.8445157497
1479,277063.93741414556
1480,507673.9921237378
1481,327413.2909742465
1482,214878.8640727031
1483,170460.0308646525
1484,166923.78036909507
1485,189891.47820360746
1486,192943.38009469098
1487,363383.4305294321
1488,228318.54192528
1489,187169.3647339258
1490,229190.83124107798
1491,188495.0265865692
1492,92884.12947675385
1493,193112.3513171398
1494,303115.93018578214
1495,316031.0864095979
1496,232692.53764983546
1497,174069.4985926694
1498,166000.65005175996
1499,169081.4779491536
1500,156912.30763951605
1501,162828.54735917185
1502,158515.61938557363
1503,228073.63164237063
1504,248398.050853044
1505,226635.56139684335
1506,187818.8644593356
1507,249968.4757891909
1508,200083.02932048208
1509,156727.62528985925
1510,141028.21442242066
1511,147438.63432857802
1512,170062.55923302856
1513,138079.78930187246
1514,158842.7413366746
1515,173107.44145081192
1516,138050.86974088527
1517,160893.2899292315
1518,130588.57837620504
1519,204116.2578134859
1520,126925.07463898388
1521,125123.03195415669
1522,180874.8427429537
1523,108213.07337509819
1524,108543.81727302937
1525,113732.49634613887
1526,108934.49537787122
1527,116334.50648582744
1528,133491.3797711175
1529,147207.7490167009
1530,167815.4449963853
1531,123513.75758546611
1532,93510.59963259667
1533,127908.1346464638
1534,111324.16426596142
1535,136444.39563613056
1536,106734.30886110457
1537,62099.18273507025
1538,139869.43342721788
1539,174117.35722458726
1540,87413.64886546716
1541,128428.43088666978
1542,138381.99021304652
1543,174423.60570259497
1544,75662.72677330632
1545,108909.52020952535
1546,139062.52822826902
1547,117279.35208285715
1548,120357.94834770627
1549,107389.29081517733
1550,138496.6678868364
1551,101531.88287523616
1552,139284.01696360472
1553,147510.02459057447
1554,124083.08685193994
1555,165992.4185184555
1556,94197.4445487341
1557,101362.0147483357
1558,104364.3005223517
1559,93216.73470838202
1560,134476.79097418048
1561,105642.48505601857
1562,132055.02362224102
1563,119979.32765542457
1564,167185.4306516939
1565,165134.80119924792
1566,230610.82552940978
1567,87069.9184510616
1568,245277.4745030543
1569,150369.1227436052
1570,137485.11348199393
1571,106130.29369901223
1572,140383.68346787043
1573,213397.28838828328
1574,123538.38925453804
1575,236356.70155167134
1576,245595.75714180293
1577,169653.56264120087
1578,166598.55543040793
1579,131624.13397619908
1580,192252.63141950467
1581,152582.1040538882
1582,128154.37779719701
1583,307286.8134970567
1584,232017.8190629239
1585,139729.32654417044
1586,69861.71663904938
1587,107839.66340377936
1588,143281.34004285696
1589,104738.31391365278
1590,129187.65907123685
1591,99824.33891726522
1592,103752.81313132419
1593,127922.58411979227
1594,109694.30471078293
1595,111610.27244283166
1596,229161.4545507293
1597,186798.6873447395
1598,195176.57928084402
1599,163051.61296032317
1600,157801.81108783899
1601,63912.67124832377
1602,125439.2166647504
1603,65266.93983181437
1604,238366.9216644641
1605,235291.91287571043
1606,158992.42504192673
1607,182683.6611389929
1608,215322.65925239483
1609,183170.97317634235
1610,148639.53826535898
1611,135811.05812231262
1612,165355.85267982876
1613,162297.1938487705
1614,123807.55389358643
1615,89613.41277916044
1616,85545.51871621743
1617,89029.6810512289
1618,123695.62479812313
1619,132762.51364736434
1620,178774.23733878927
1621,133589.38502736692
1622,142102.91512654108
1623,267862.9832487678
1624,208464.73531061446
1625,104134.4052051027
1626,170484.1847928069
1627,191172.68810801156
1628,279297.7186900894
1629,173023.0553175079
1630,338454.2055410815
1631,216991.97156627753
1632,236493.03236028855
1633,176366.92700673814
1634,178303.8756128738
1635,173895.86046985612
1636,153173.96996504214
1637,193841.33892415432
1638,196821.7715321773
1639,176101.79911857692
1640,237436.64824886425
1641,180253.52813982
1642,234015.160733349
1643,231715.14847460994
1644,239188.58555348698
1645,236639.7760034318
1646,168909.00968045072
1647,158347.0214167899
1648,126204.94169408677
1649,133685.6223884972
1650,113322.48247973443
1651,119170.83817961901
1652,96454.91889322289
1653,96306.12379987247
1654,153341.56006983135
1655,146938.0489809054
1656,144024.54380902895
1657,151994.45183487344
1658,153936.1959793818
1659,122753.93697665771
1660,154807.53937708348
1661,493638.11975751654
1662,389563.87117526704
1663,373581.43561175343
1664,561281.7830119374
1665,304371.16589431703
1666,363887.8254291904
1667,376497.30325747567
1668,347817.631653612
1669,322455.7009647424
1670,354604.8555943771
1671,265434.1614359581
1672,440067.8622094227
1673,300887.9008339088
1674,243817.12642695292
1675,199655.7578492539
1676,201007.60429274567
1677,222078.63556329723
1678,462027.669990013
1679,388372.16825352743
1680,325154.8905990635
1681,248688.39939762268
1682,320534.0716263544
1683,194500.88633219
1684,196213.64491391048
1685,174935.4468489103
1686,173309.35220407517
1687,175363.90713592962
1688,188913.59356164394
1689,197625.49402317786
1690,199821.3753949302
1691,192486.501339778
1692,262574.6863029785
1693,176057.93246251138
1694,178426.32623735175
1695,169059.7355178459
1696,283661.51713606983
1697,166812.7881698079
1698,382415.03529390105
1699,341383.5716784577
1700,263458.76423527097
1701,284557.78647356865
1702,251059.05164630036
1703,252101.88022103626
1704,275072.2047261543
1705,235683.49430994038
1706,415900.3078326515
1707,205812.1327288684
1708,197061.33865719914
1709,275200.25786936865
1710,209913.05428900901
1711,289889.15325706854
1712,245082.01800609974
1713,264545.7712517216
1714,233420.0734301232
1715,206203.1820865021
1716,173172.5601070905
1717,187347.5136200356
1718,130777.52397121259
1719,200299.25092001594
1720,238812.7981261208
1721,164298.4184940954
1722,120931.59858991091
1723,152475.26836441178
1724,194174.57645905062
1725,233123.9960489378
1726,186421.17759251533
1727,147998.7165452269
1728,177642.58730356247
1729,148412.78567676354
1730,146772.89355148806
1731,119183.22291770697
1732,125286.31688762194
1733,111165.89870036222
1734,118766.1812969165
1735,127087.1637865708
1736,104329.41849714046
1737,323910.1678961653
1738,253141.54031129077
1739,230637.81557083476
1740,208512.56556417805
1741,185155.05466187868
1742,162206.5418210895
1743,183506.6028392083
1744,334875.3141764623
1745,201237.84161156992
1746,200599.68396060477
1747,239850.26860804186
1748,238583.32202167658
1749,155752.80677776498
1750,129073.94360785329
1751,263633.73784346454
1752,111987.84015538145
1753,143387.1509482153
1754,211489.00253254068
1755,170676.7702624133
1756,122134.19173579814
1757,115058.6462583318
1758,144654.0855937355
1759,140945.47363798163
1760,169510.39136727512
1761,156503.9518816721
1762,160315.3526147358
1763,179378.20670279404
1764,117247.59622522439
1765,149103.69569048512
1766,197038.67768253677
1767,207620.38914720455
1768,132915.89111873784
1769,163506.7262156311
1770,145127.07108938985
1771,116876.67300053006
1772,133032.59458579845
1773,122833.17648186158
1774,151779.32134009493
1775,129862.9358760871
1776,128436.6769285345
1777,104245.11315477287
1778,133953.47116816277
1779,126798.85104799973
1780,169571.85186884686
1781,121854.60288184059
1782,81508.36908408352
1783,157352.1951724045
1784,114097.06760062871
1785,120455.00862234294
1786,162744.15213540164
1787,165305.14481330648
1788,65975.40726274723
1789,101560.42743590377
1790,102453.97216992857
1791,188575.06402602224
1792,142048.6703477778
1793,115019.20737111982
